0.784753	0.057741	1
0.295480	0.393933	1
0.217750	0.226142	1
0.749138	0.072359	1
0.316141	0.773858	1
0.844935	0.765496	0
0.703635	0.986511	0
0.755821	0.365001	1
0.973022	0.781243	0
0.142796	0.150121	1
1.000000	0.891110	0
0.227271	0.695517	1
0.844386	0.285440	1
0.154393	0.905942	1
0.270882	0.733024	1
0.928892	0.334239	1
0.420209	0.914060	0
0.704031	0.438917	1
0.661489	0.987091	0
0.705771	0.937254	0
0.157964	0.017426	1
0.572619	0.910215	0
0.176794	0.173132	1
0.392865	0.816034	1
0.673940	0.094516	1
0.220405	0.067812	1
0.185888	0.344340	1
0.350169	0.332072	1
0.559526	0.343577	1
0.134678	0.203986	1
0.550554	0.700522	1
0.622883	0.416272	1
0.822840	0.337992	1
0.802332	0.236976	1
0.379223	0.326273	1
0.726463	0.213477	1
0.955046	0.827021	0
0.307474	0.918149	1
0.406018	0.054537	1
0.056887	0.852138	1
0.621632	0.661641	1
0.554277	0.164006	1
0.994629	0.454573	0
0.925932	0.338664	1
0.979064	0.845302	0
0.114444	0.513382	1
0.767022	0.945402	0
0.220893	0.577136	1
0.615955	0.709647	1
0.699973	0.709220	1
0.857601	0.034028	1
0.690298	0.513688	1
0.119633	0.215461	1
0.260720	0.405713	1
0.791955	0.678854	0
0.853664	0.406140	1
0.267525	0.378216	1
0.707175	0.000397	1
0.990844	0.777734	0
0.536760	0.218451	1
0.843440	0.819056	0
0.258003	0.591144	1
0.899075	0.781457	0
0.031831	0.140294	1
0.079043	0.440443	1
0.412824	0.058046	1
0.739372	0.431867	1
0.882748	0.231666	1
0.720481	0.226997	1
0.549730	0.270699	1
0.891415	0.625385	0
0.295053	0.192175	1
0.719321	0.171331	1
0.148045	0.420087	1
0.895505	0.400922	1
0.171209	0.255867	1
0.549394	0.324747	1
0.635945	0.475600	1
0.081698	0.053560	1
0.770775	0.210547	1
0.147984	0.972991	1
0.863063	0.767113	0
0.823695	0.372570	1
0.995453	0.542436	0
0.482315	0.937101	0
0.198248	0.692038	1
0.417524	0.004700	1
0.299326	0.705618	1
0.740867	0.999268	0
0.252174	0.547288	1
0.585772	0.942625	0
0.224067	0.516587	1
0.149876	0.453383	1
0.225013	0.486343	1
0.606220	0.138066	1
0.559008	0.673818	1
0.414747	0.781121	1
0.878994	0.601306	0
0.065798	0.240150	1
0.126225	0.402326	1
0.786309	0.452406	1
0.136143	0.129887	1
0.239753	0.458693	1
0.190924	0.223029	1
0.752403	0.851436	0
0.301065	0.787500	1
0.095157	0.552446	1
0.496384	0.847530	1
0.354167	0.327342	1
0.908322	0.224189	1
0.920072	0.942381	0
0.924192	0.197363	1
0.127598	0.370006	1
0.195227	0.606769	1
0.577380	0.949950	0
0.779351	0.548845	1
0.669759	0.910886	0
0.199652	0.325755	1
0.383679	0.160466	1
0.700613	0.802332	0
0.830287	0.748650	0
0.482437	0.827540	1
0.613330	0.911313	0
0.195379	0.876858	1
0.527757	0.100131	1
0.475112	0.571245	1
0.627033	0.905179	0
0.800104	0.229682	1
0.191168	0.276040	1
0.452712	0.110874	1
0.626148	0.948424	0
0.865169	0.500839	1
0.826350	0.481704	1
0.131169	0.302316	1
0.031220	0.814325	1
0.965300	0.282571	0
0.707205	0.742912	0
0.890286	0.635395	0
0.486221	0.231361	1
0.934660	0.013977	1
0.692312	0.956603	0
0.621021	0.690817	1
0.487167	0.996490	0
0.526841	0.000458	1
0.166173	0.066805	1
0.198492	0.722312	1
0.636219	0.213385	1
0.700278	0.558336	1
0.605853	0.365307	1
0.579424	0.363536	1
0.520493	0.655904	1
0.528214	0.284158	1
0.772088	0.917447	0
0.524827	0.460341	1
0.216010	0.256020	1
0.733879	0.449629	1
0.525803	0.112796	1
0.947813	0.027467	1
0.416639	0.717521	1
0.850764	0.520768	1
0.269723	0.341227	1
0.885983	0.330882	1
0.187872	0.253914	1
0.007630	0.802606	1
0.014435	0.793420	1
0.099246	0.094638	1
0.345866	0.452010	1
0.338786	0.208716	1
0.070040	0.386731	1
0.292611	0.832911	1
0.461226	0.259957	1
0.019135	0.155705	1
0.362529	0.816034	1
0.963561	0.307077	0
0.488052	0.100711	1
0.924467	0.582781	0
0.375042	0.729392	1
0.874752	0.107822	1
0.017762	0.110233	1
0.916410	0.096225	1
0.714438	0.028932	1
0.151921	0.362041	1
0.157964	0.500748	1
0.752800	0.239051	1
0.302591	0.296579	1
0.006348	0.564837	1
0.036470	0.049043	1
0.622761	0.885372	0
0.192907	0.344890	1
0.082492	0.536729	1
0.930143	0.709861	0
0.306772	0.760002	1
0.011689	0.892697	1
0.430708	0.505539	1
0.018647	0.353923	1
0.961974	0.083010	1
0.024384	0.366070	1
0.104862	0.313456	1
0.763756	0.631489	1
0.532182	0.339305	1
0.827326	0.824000	0
0.385083	0.749168	1
0.912809	0.960509	0
0.783197	0.173009	1
0.663747	0.009125	1
0.625294	0.004669	1
0.127842	0.639851	1
0.962767	0.407147	0
0.365459	0.523759	1
0.725974	0.257576	1
0.239631	0.087710	1
0.085940	0.187994	1
0.919279	0.130222	1
0.231727	0.377880	1
0.126255	0.204810	1
0.845119	0.254860	1
0.658162	0.177160	1
0.053987	0.760155	1
0.217292	0.862697	1
0.145207	0.334391	1
0.077914	0.149907	1
0.818720	0.280587	1
0.622517	0.516953	1
0.263771	0.660237	1
0.278420	0.346446	1
0.838923	0.378887	1
0.886044	0.945708	0
0.636280	0.617481	1
0.030061	0.678182	1
0.712455	0.265450	1
0.364940	0.112552	1
0.266091	0.512284	1
0.465285	0.595660	1
0.544603	0.253334	1
0.233436	0.155248	1
0.759880	0.466353	1
0.394726	0.139470	1
0.795770	0.215217	1
0.111606	0.498642	1
0.987426	0.436476	0
0.248817	0.115879	1
0.754112	0.165593	1
0.319407	0.093081	1
0.367077	0.358989	1
0.644246	0.397748	1
0.633198	0.967711	0
0.755425	0.777856	0
0.775872	0.419477	1
0.575121	0.350169	1
0.294626	0.165441	1
